system,qid,query,query_body,answer_id,rank,relevance,time
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",38192,1,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",13846,2,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",17111,3,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",30695,4,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",48891,5,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",68024,6,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",85324,7,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",122233,8,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",125908,9,-1,0.03691809996962547
taat,38177,How do you know if Americans genuinely/literally mean what they say?,"I have come across a few situations when an American will say something like ""We should have lunch some time"" or ""Let's have lunch some time."" Or ""you should come down to visit me in D.C. (or Miami or wherever""); we have great museums (or Cuban food or whatever)."" 
 It turns out though that more often than not they don't really mean it. Because if I then immediately follow up with ""Oh how about lunch tomorrow?"" or ""Oh will you be in Miami in early December? I could come by then."", they usually start getting evasive and awkward, and back out of what seemed like an invitation that they just made. 
 How can I tell when Americans genuinely/literally mean what they say, especially in the aforementioned situations?  
 Perhaps this is common not just to American culture but also to some other cultures across the world, but it was (and still is) very puzzling to me and I am still trying to figure it out. 
",172084,10,-1,0.03691809996962547
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",174123,1,-1,0.02001780003774911
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",39350,2,-1,0.02001780003774911
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",100835,3,-1,0.02001780003774911
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",183913,4,-1,0.02001780003774911
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",42035,5,-1,0.02001780003774911
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",103897,6,-1,0.02001780003774911
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",47160,7,-1,0.02001780003774911
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",101487,8,-1,0.02001780003774911
taat,149323,My name causes an issue with any booking! (names end with MR and MRS),"My name is Amr Eladawy. Whenever I get a ticket through an agent and they put my first name as  Amr , it lands as  A  only in the Airlines system. That happened with many airlines and different agents. That is pretty much annoying, specially during the online check-in. 
 When I make a direct booking from the airlines website, the ticket is issued as  ELADAWY/AMRMR .  
 It seems that there is a smart rule that considers the suffix  MR  as Mister and drops it.  
 Is this the correct behavior? What should I do to have my name printed correctly on my bookings. 
 
 In one of my bookings, the first and last name were swapped by mistake. However,  AMR  in the last name was not a problem at all.It seems that this rule is applied only on the first name. 
 The airlines will swear that they received the name as  A  and the agent will swear that the name was sent as  Amr . 
 The problem maybe in the GDS used to integrate the agent's system with the airlines's.   
 I sent an email to the GDS about this issue and they simply ignored me. 
 
 Now , moving forward.  Amr  is a very popular Arabic name. It's also a very old one and has been used for thousands of years. How to properly report this to the GDS providers and get this issue fixed? 
 I have tried contacting one GDS responsible for the latest booking I had, but they ignored me. 
",179799,9,-1,0.02001780003774911
